Channel Name	X	Y	Xc	Yc	Height	Area	Width	Phi	Ax	BG	I	Frame	Length	Link	Valid	Z	Zc	Photons	Lateral Localization Accuracy	Xw	Yw	Xwc	Ywc
405/647	20324.3	9367.2	20324.3	9367.2	19607.50977	109015.30469	301.01819	7.38599	1.29554	5570.04395	110554.90625	106	1	-1	5	0	0	2899.80710	4.17286	20324.3	9367.2	20324.3	9367.2
405/647	11050.9	9988.5	11050.9	9988.5	6471.58496	55420.19531	373.58456	9.61294	1.01334	4993.90430	54223.39063	106	1	-1	-3	0	0	1474.17720	9.90337	11050.9	9988.5	11050.9	9988.5
405/647	20163.8	10602.7	20163.8	10602.7	6347.83105	49305.40625	302.16528	82.82630	1.08795	5505.13477	61458.26563	106	2	-1	-4	0	0	1311.52381	10.29615	20163.8	10602.7	20163.8	10602.7
405/647	7877.9	11806.0	7877.9	11806.0	2270.41772	5766.37158	203.45044	0.00000	1.25666	4557.93311	15801.67188	106	1	-1	10	0	0	153.38548	24.94820	7877.9	11806.0	7877.9	11806.0
405/647	20213.5	11784.1	20213.5	11784.1	12033.82715	95103.12500	358.88531	-30.63306	1.08788	5280.22363	91638.40625	106	1	-1	5	0	0	2529.74313	5.99021	20213.5	11784.1	20213.5	11784.1
405/647	17091.9	12068.3	17091.9	12068.3	2237.48975	38305.73828	302.38351	-87.22375	1.23411	4759.87891	58408.05469	106	2	-1	-1	0	0	1018.93264	12.22643	17091.9	12068.3	17091.9	12068.3
405/647	22829.8	13599.1	22829.8	13599.1	11399.87500	61666.11328	296.91595	-87.69907	1.01246	5653.57178	64064.70313	106	1	-1	-3	0	0	1640.31861	6.43087	22829.8	13599.1	22829.8	13599.1
405/647	1634.0	15166.4	1634.0	15166.4	2364.67358	15656.82422	328.49326	89.99808	1.25744	4502.95020	21072.24219	106	1	-1	7	0	0	416.47152	23.72022	1634.0	15166.4	1634.0	15166.4
405/647	10457.9	15041.0	10457.9	15041.0	4143.41309	25573.62500	251.61357	-26.62162	1.08699	4827.34766	40950.62500	106	2	-1	-3	0	0	680.25842	12.75582	10457.9	15041.0	10457.9	15041.0
405/647	12748.6	15756.4	12748.6	15756.4	2306.42700	20435.80859	380.00235	65.01851	1.01989	4482.04932	25286.76563	106	1	-1	-4	0	0	543.59251	24.20506	12748.6	15756.4	12748.6	15756.4
405/647	10100.2	17667.0	10100.2	17667.0	8137.03516	43840.48828	296.32263	-87.21575	1.00209	5223.01465	47698.63281	106	1	-1	-5	0	0	1166.15699	8.30191	10100.2	17667.0	10100.2	17667.0
405/647	27745.1	17968.8	27745.1	17968.8	10937.58105	79851.47656	344.93802	-13.99001	1.21590	9815.57910	77177.51563	106	1	-1	5	0	0	2124.04928	8.07549	27745.1	17968.8	27745.1	17968.8
405/647	39106.4	18112.9	39106.4	18112.9	2368.90332	9153.01563	250.93929	14.40457	1.04384	4490.04053	14306.98438	106	1	-1	-5	0	0	243.47022	23.72777	39106.4	18112.9	39106.4	18112.9
405/647	23358.5	26584.8	23358.5	26584.8	18269.81445	166187.09375	385.02756	-29.61900	1.05563	19692.83203	154527.18750	106	1	-1	-4	0	0	4420.57669	6.70574	23358.5	26584.8	23358.5	26584.8
405/647	28124.3	26689.6	28124.3	26689.6	4219.98975	17137.04297	257.26013	-62.10831	1.02947	6055.72119	20540.96875	106	1	-1	-5	0	0	455.84534	15.78131	28124.3	26689.6	28124.3	26689.6
405/647	9917.8	26939.8	9917.8	26939.8	3804.25464	20289.94531	294.82608	-81.52578	1.25882	4796.53174	24220.70313	106	1	-1	-2	0	0	539.71255	15.71664	9917.8	26939.8	9917.8	26939.8
405/647	15987.0	27323.4	15987.0	27323.4	2213.15674	6323.62012	215.79283	70.77251	1.03946	5209.54150	9163.46094	106	1	-1	-5	0	0	168.20830	27.06831	15987.0	27323.4	15987.0	27323.4
405/647	23483.1	28721.0	23483.1	28721.0	18356.77539	128517.29688	337.78693	-40.33843	1.23655	9035.93848	126451.53125	106	1	-1	5	0	0	3418.56010	5.03747	23483.1	28721.0	23483.1	28721.0
405/647	16447.2	29782.4	16447.2	29782.4	2421.77466	10241.98730	262.53397	-3.38684	1.03141	4488.69629	20665.59375	106	1	-1	-4	0	0	272.43686	23.22456	16447.2	29782.4	16447.2	29782.4
405/647	1191.6	32245.1	1191.6	32245.1	9827.82715	440555.93750	295.97748	-46.30458	1.16328	4564.07764	482218.62500	106	10	-1	9	0	0	11718.78794	2.49164	1191.6	32245.1	1191.6	32245.1
405/647	23181.9	33448.7	23181.9	33448.7	3510.24365	10902.99609	224.99068	83.40022	1.07467	5182.76416	17410.89844	106	1	-1	5	0	0	290.01970	17.56026	23181.9	33448.7	23181.9	33448.7
405/647	12975.1	34520.3	12975.1	34520.3	3207.76465	21146.22266	261.32965	-15.02731	1.05600	4581.29150	27413.42188	106	2	-1	5	0	0	562.48952	15.94698	12975.1	34520.3	12975.1	34520.3
405/647	26137.1	34868.1	26137.1	34868.1	2613.39258	7304.57373	213.42993	-45.58821	1.20545	6538.66064	13325.48438	106	1	-1	-2	0	0	194.30166	25.60066	26137.1	34868.1	26137.1	34868.1
405/647	18501.6	645.2	18501.6	645.2	18264.35547	173854.37500	331.59494	10.12245	1.25565	4337.79199	180548.39063	107	2	-1	9	0	0	4624.52637	3.79473	18501.6	645.2	18501.6	645.2
405/647	18628.3	3517.9	18628.3	3517.9	2505.41113	23247.25000	388.87186	58.65431	1.13740	4340.52686	32024.82813	107	1	-1	-2	0	0	618.37685	22.08394	18628.3	3517.9	18628.3	3517.9
405/647	19410.7	9521.4	19410.7	9521.4	3074.54053	70599.98438	344.31699	-25.17087	1.21006	5413.60156	72392.90625	107	2	-1	-6	0	0	1877.95958	9.34096	19410.7	9521.4	19410.7	9521.4
405/647	12873.0	10298.6	12873.0	10298.6	27644.80664	183788.93750	329.16461	-19.41934	1.07011	7043.18115	178678.46875	107	1	-1	5	0	0	4888.78574	3.40826	12873.0	10298.6	12873.0	10298.6
405/647	19369.2	10244.9	19369.2	10244.9	2732.33862	15004.49316	299.16006	-50.33591	1.18632	5053.82227	25741.44531	107	1	-1	-4	0	0	399.11952	21.80865	19369.2	10244.9	19369.2	10244.9
405/647	14614.7	13107.7	14614.7	13107.7	31515.45703	181286.68750	306.18323	23.43623	1.08990	6597.89844	179863.53125	107	1	-1	5	0	0	4822.22589	3.06061	14614.7	13107.7	14614.7	13107.7
405/647	39091.0	18287.9	39091.0	18287.9	2256.73804	11544.53418	288.74060	90.00000	1.11983	4987.15576	13347.10938	107	1	-1	9	0	0	307.08461	25.96168	39091.0	18287.9	39091.0	18287.9
405/647	27698.9	20752.1	27698.9	20752.1	9164.40723	74484.76563	363.95004	69.09975	1.11873	15380.74316	74460.40625	107	1	-1	-3	0	0	1981.29477	11.39510	27698.9	20752.1	27698.9	20752.1
405/647	23970.0	23088.1	23970.0	23088.1	5529.23730	74946.35938	354.57050	31.04810	1.16411	9310.72070	76227.98438	107	2	-1	10	0	0	1993.57316	11.72813	23970.0	23088.1	23970.0	23088.1
405/647	8510.3	24703.2	8510.3	24703.2	3631.62646	44159.19531	315.83215	-22.22853	1.12979	4623.27832	50095.07031	107	2	-1	-7	0	0	1174.63460	11.47770	8510.3	24703.2	8510.3	24703.2
405/647	25706.7	29156.1	25706.7	29156.1	12534.16797	81534.08594	325.59827	-75.20154	1.20254	8750.47656	80577.09375	107	1	-1	5	0	0	2168.80669	6.87642	25706.7	29156.1	25706.7	29156.1
405/647	34055.6	29828.2	34055.6	29828.2	6826.25146	30817.45703	271.24860	76.76540	1.11034	6440.28271	33186.93750	107	1	-1	6	0	0	819.74436	10.46950	34055.6	29828.2	34055.6	29828.2
405/647	2239.8	33562.1	2239.8	33562.1	2131.47095	6995.80225	231.28064	39.15421	1.22163	4490.86279	6737.42969	107	1	-1	-10	0	0	186.08834	26.23301	2239.8	33562.1	2239.8	33562.1
405/647	22574.1	36628.1	22574.1	36628.1	11670.23242	61464.87109	292.97729	49.90867	1.16334	4995.61475	64742.63281	107	1	-1	6	0	0	1634.96557	6.07239	22574.1	36628.1	22574.1	36628.1
405/647	9195.7	845.4	9195.7	845.4	4768.79688	17908.83594	247.39420	14.48282	1.20295	4547.55811	20072.04688	108	1	-1	6	0	0	476.37504	12.60778	9195.7	845.4	9195.7	845.4
405/647	6113.9	6453.0	6113.9	6453.0	2107.08398	7116.59082	234.61475	-61.87560	1.13928	8961.74414	10364.39063	108	1	-1	-2	0	0	189.30132	36.31890	6113.9	6453.0	6113.9	6453.0
405/647	28235.6	7502.9	28235.6	7502.9	2737.07202	7904.88135	216.95256	-4.90914	1.27601	4512.13525	13062.61719	108	1	-1	10	0	0	210.26984	20.84816	28235.6	7502.9	28235.6	7502.9
405/647	7263.9	8303.3	7263.9	8303.3	2126.35034	13973.01172	327.25613	-79.39204	1.27041	9507.66309	15962.42188	108	1	-1	10	0	0	371.68211	36.93879	7263.9	8303.3	7263.9	8303.3
405/647	15345.5	9139.6	15345.5	9139.6	2011.95081	6809.52344	234.86046	-25.25366	1.01174	4563.78955	12140.25781	108	1	-1	-5	0	0	181.13332	27.88859	15345.5	9139.6	15345.5	9139.6
405/647	12562.9	9779.9	12562.9	9779.9	29293.58398	172728.20313	309.99564	61.28405	1.00122	6579.19727	170862.06250	108	1	-1	-4	0	0	4594.57020	3.22251	12562.9	9779.9	12562.9	9779.9
405/647	18205.6	10187.3	18205.6	10187.3	3883.68945	26843.34570	335.62656	13.88370	1.00387	5553.36621	28337.84375	108	1	-1	-3	0	0	714.03300	16.36205	18205.6	10187.3	18205.6	10187.3
405/647	13823.7	10524.5	13823.7	10524.5	10515.59375	78708.76563	349.26486	-70.12450	1.11906	7083.29492	78317.62500	108	1	-1	-6	0	0	2093.65317	7.40142	13823.7	10524.5	13823.7	10524.5
405/647	18045.5	10926.1	18045.5	10926.1	2340.40576	10402.41504	269.14215	-7.13764	1.12804	4700.77930	18753.51563	108	1	-1	-3	0	0	276.70424	24.45974	18045.5	10926.1	18045.5	10926.1
405/647	12301.7	11396.3	12301.7	11396.3	2527.44385	18608.76172	346.40027	45.44600	1.12289	9969.44531	21849.87500	108	1	-1	-2	0	0	494.99306	31.93531	12301.7	11396.3	12301.7	11396.3
405/647	4594.6	12802.1	4594.6	12802.1	2060.80249	8583.58301	260.54117	-68.52259	1.20692	4574.59570	13291.10938	108	1	-1	-3	0	0	228.32331	27.25385	4594.6	12802.1	4594.6	12802.1
405/647	21372.4	15401.8	21372.4	15401.8	2295.14624	12393.54590	296.65579	-22.26532	1.07876	4765.23779	23580.05469	108	1	-1	-2	0	0	329.66832	25.03464	21372.4	15401.8	21372.4	15401.8
405/647	27235.3	19637.0	27235.3	19637.0	14572.13672	119268.17188	365.22534	18.12230	1.05132	13674.06348	116074.40625	108	1	-1	-3	0	0	3172.53337	7.11240	27235.3	19637.0	27235.3	19637.0
405/647	39962.4	20041.7	39962.4	20041.7	2046.90320	10097.28418	283.53970	-7.37591	1.20948	4497.89844	13264.53906	108	1	-1	7	0	0	268.58776	27.19664	39962.4	20041.7	39962.4	20041.7
405/647	10176.7	20221.4	10176.7	20221.4	2084.55225	13431.66309	324.05499	40.21568	1.20885	4540.19531	18185.11719	108	1	-1	-5	0	0	357.28224	26.81000	10176.7	20221.4	10176.7	20221.4
405/647	25719.3	22571.9	25719.3	22571.9	6080.56641	24362.48047	255.53416	0.00089	1.07906	8224.40625	26017.84375	108	1	-1	7	0	0	648.04198	12.82935	25719.3	22571.9	25719.3	22571.9
405/647	5158.1	24177.2	5158.1	24177.2	3434.09521	15625.75879	272.31693	72.46461	1.14494	4699.06641	21792.34375	108	1	-1	10	0	0	415.64518	17.13332	5158.1	24177.2	5158.1	24177.2
405/647	9924.7	26951.1	9924.7	26951.1	3621.17822	27700.80078	353.08676	46.61849	1.06426	4468.19824	30474.04688	108	1	-1	-2	0	0	736.84130	15.92777	9924.7	26951.1	9924.7	26951.1
405/647	37509.8	26927.1	37509.8	26927.1	4429.10400	42766.49219	396.69257	17.08275	1.28710	4638.03809	41093.04688	108	1	-1	10	0	0	1137.58869	13.45835	37509.8	26927.1	37509.8	26927.1
405/647	27768.1	27830.3	27768.1	27830.3	2171.25293	6926.69873	228.01747	5.04805	1.11753	5130.98730	11604.32031	108	1	-1	-9	0	0	184.25019	27.35126	27768.1	27830.3	27768.1	27830.3
405/647	35905.8	28067.1	35905.8	28067.1	2204.14966	5964.41455	210.00206	-67.15335	1.00071	4834.10645	12357.33594	108	1	-1	-2	0	0	158.65343	26.30179	35905.8	28067.1	35905.8	28067.1
405/647	25393.5	28515.5	25393.5	28515.5	2173.47461	12260.98438	303.21146	-32.62134	1.27460	7141.91260	15088.18750	108	1	-1	-2	0	0	326.14218	31.65584	25393.5	28515.5	25393.5	28515.5
405/647	26543.2	29249.0	26543.2	29249.0	4251.88330	23347.28125	299.14911	70.82513	1.18738	6497.67480	26064.12500	108	1	-1	6	0	0	621.03768	16.10532	26543.2	29249.0	26543.2	29249.0
405/647	10323.1	29890.3	10323.1	29890.3	2525.04541	36297.40625	350.45746	-70.37161	1.09239	4661.59033	43009.48438	108	2	-1	-4	0	0	965.51101	16.73102	10323.1	29890.3	10323.1	29890.3
405/647	33229.4	30131.3	33229.4	30131.3	3854.84814	36235.17188	288.25354	90.00000	1.00565	5644.30176	42949.92188	108	2	-1	10	0	0	963.85557	12.66923	33229.4	30131.3	33229.4	30131.3
405/647	24359.7	30981.3	24359.7	30981.3	2234.96289	6257.39893	213.61020	71.71230	1.12535	5581.23975	8788.00000	108	1	-1	-4	0	0	166.44681	27.65949	24359.7	30981.3	24359.7	30981.3
405/647	38294.8	31776.4	38294.8	31776.4	2335.64697	9121.21094	252.28004	-0.73764	1.18406	4461.64697	10765.82813	108	1	-1	5	0	0	242.62421	23.97530	38294.8	31776.4	38294.8	31776.4
405/647	25664.7	4182.6	25664.7	4182.6	8782.42090	93127.55469	279.46140	28.02293	1.10335	4753.81641	100646.19531	109	2	-1	-2	0	0	2477.19295	4.91396	25664.7	4182.6	25664.7	4182.6
405/647	5797.3	7616.5	5797.3	7616.5	2179.28125	8530.90723	252.58131	75.77646	1.12601	11185.29688	9741.56250	109	1	-1	-2	0	0	226.92213	38.99726	5797.3	7616.5	5797.3	7616.5
405/647	15338.2	11140.5	15338.2	11140.5	2815.37061	50667.08203	345.17599	75.04674	1.08088	5348.32520	64966.60938	109	3	-1	-2	0	0	1347.74438	15.10246	15338.2	11140.5	15338.2	11140.5
405/647	17139.6	12024.0	17139.6	12024.0	4529.26074	16417.82813	243.05492	38.62593	1.13442	4776.57715	25320.57031	109	1	-1	-2	0	0	436.71423	13.46020	17139.6	12024.0	17139.6	12024.0
405/647	13135.5	13190.3	13135.5	13190.3	15740.13965	348362.93750	333.02307	-41.17196	1.13433	7305.11719	342659.18750	109	3	-1	5	0	0	9266.45414	2.88778	13135.5	13190.3	13135.5	13190.3
405/647	29537.9	19359.0	29537.9	19359.0	3800.74683	33150.44922	377.02527	-89.76709	1.18739	12795.71875	19197.03125	109	1	-1	-3	0	0	881.80195	24.18099	29537.9	19359.0	29537.9	19359.0
405/647	5253.7	22395.5	5253.7	22395.5	2018.28601	5894.75439	218.17336	-37.45557	1.11201	4501.31152	14309.21094	109	1	-1	-4	0	0	156.80047	27.67043	5253.7	22395.5	5253.7	22395.5
405/647	23854.9	29306.9	23854.9	29306.9	2012.36279	9924.59277	283.50677	-0.00197	1.24205	7072.06982	12243.25000	109	1	-1	-3	0	0	263.99417	33.95256	23854.9	29306.9	23854.9	29306.9
405/647	12947.8	34562.3	12947.8	34562.3	2270.79956	7836.10303	237.14877	-0.00003	1.00917	4488.56299	12121.92188	109	1	-1	10	0	0	208.44034	24.70453	12947.8	34562.3	12947.8	34562.3
405/647	946.8	35856.2	946.8	35856.2	2174.63623	8122.85840	246.72966	7.09714	1.29276	4485.81348	10153.66406	109	1	-1	8	0	0	216.06803	25.70462	946.8	35856.2	946.8	35856.2
405/647	9218.5	840.5	9218.5	840.5	4175.73389	22111.10938	293.76434	-69.03597	1.14950	4414.33154	25076.71094	110	1	-1	5	0	0	588.15551	13.97197	9218.5	840.5	9218.5	840.5
405/647	18676.5	3479.6	18676.5	3479.6	4059.60449	18588.52539	273.17493	-45.67026	1.28160	4656.89648	26498.58594	110	1	-1	-4	0	0	494.45478	14.66111	18676.5	3479.6	18676.5	3479.6
405/647	14806.9	7482.6	14806.9	7482.6	3995.07129	77460.40625	342.79202	-54.30824	1.08866	4756.40430	89539.67969	110	3	-1	-2	0	0	2060.44681	9.53627	14806.9	7482.6	14806.9	7482.6
405/647	5148.8	7587.1	5148.8	7587.1	2361.75269	13087.59961	300.51974	15.52110	1.04132	11344.07520	13339.12500	110	1	-1	-3	0	0	348.13015	36.26874	5148.8	7587.1	5148.8	7587.1
405/647	19529.2	7819.4	19529.2	7819.4	3803.77588	27227.62109	341.55261	-75.99860	1.19148	4500.38428	38141.39063	110	1	-1	-4	0	0	724.25472	15.28194	19529.2	7819.4	19529.2	7819.4
405/647	3999.2	9120.5	3999.2	9120.5	19376.69336	412713.40625	330.25018	-58.38393	1.06718	6940.76807	410969.40625	110	3	-1	5	0	0	10978.17661	2.45519	3999.2	9120.5	3999.2	9120.5
405/647	19420.9	10160.7	19420.9	10160.7	2564.08765	14776.17090	306.46066	-84.65488	1.15369	5154.69336	20449.66406	110	1	-1	-3	0	0	393.04615	23.34330	19420.9	10160.7	19420.9	10160.7
405/647	21445.0	10617.7	21445.0	10617.7	18778.40039	130675.21094	336.76547	-69.56524	1.28264	5841.65332	128305.67188	110	1	-1	5	0	0	3475.96061	4.34823	21445.0	10617.7	21445.0	10617.7
405/647	13357.1	10843.0	13357.1	10843.0	7072.92920	32855.16797	275.14551	70.13548	1.10928	9253.63086	35294.23438	110	1	-1	10	0	0	873.94747	11.71672	13357.1	10843.0	13357.1	10843.0
405/647	13118.4	12455.7	13118.4	12455.7	3325.61621	9759.53613	218.69495	-18.75017	1.23358	8856.97461	11183.64063	110	1	-1	-3	0	0	259.60366	23.33016	13118.4	12455.7	13118.4	12455.7
405/647	10440.3	15014.3	10440.3	15014.3	3151.25952	12653.61621	255.81468	-59.64999	1.04016	5038.23779	18262.05469	110	1	-1	-2	0	0	336.58619	19.11514	10440.3	15014.3	10440.3	15014.3
405/647	32272.9	16254.4	32272.9	16254.4	8144.26367	49742.84766	315.50021	-14.77079	1.29710	5436.44873	51617.78125	110	1	-1	5	0	0	1323.15975	8.40067	32272.9	16254.4	32272.9	16254.4
405/647	10092.7	17668.8	10092.7	17668.8	7760.00928	80426.89063	335.41080	6.92079	1.13681	4857.21143	86137.42188	110	2	-1	5	0	0	2139.35529	7.61129	10092.7	17668.8	10092.7	17668.8
405/647	36163.2	18486.2	36163.2	18486.2	2550.62695	10497.80176	258.99176	45.95187	1.00419	4646.32910	15991.77344	110	1	-1	-5	0	0	279.24153	22.46553	36163.2	18486.2	36163.2	18486.2
405/647	29955.3	20493.7	29955.3	20493.7	2099.11060	18151.42188	375.40314	-46.16713	1.03667	14498.63867	19692.03125	110	1	-1	-2	0	0	482.82782	45.72512	29955.3	20493.7	29955.3	20493.7
405/647	23974.3	23062.4	23974.3	23062.4	7457.26758	77484.91406	292.57751	4.70745	1.09841	9537.92773	81239.64063	110	2	-1	8	0	0	2061.09871	8.06553	23974.3	23062.4	23974.3	23062.4
405/647	8504.6	24693.4	8504.6	24693.4	2682.18799	32870.76953	308.42377	-87.42436	1.11610	4818.97217	42863.39063	110	2	-1	-6	0	0	874.36247	14.68281	8504.6	24693.4	8504.6	24693.4
405/647	22934.4	25688.5	22934.4	25688.5	2544.53589	13737.04297	296.62146	-63.36855	1.10439	25913.93945	13392.50000	110	1	-1	-3	0	0	365.40534	50.15015	22934.4	25688.5	22934.4	25688.5
405/647	23276.5	26466.8	23276.5	26466.8	2593.29614	10755.44727	259.98508	23.15213	1.09603	21051.47852	12129.06250	110	1	-1	-3	0	0	286.09490	44.51838	23276.5	26466.8	23276.5	26466.8
405/647	9937.6	26920.8	9937.6	26920.8	4407.35400	31292.49023	340.16632	-89.26334	1.14193	4462.16992	33611.75000	110	1	-1	10	0	0	832.38024	13.33706	9937.6	26920.8	9937.6	26920.8
405/647	22153.6	27311.6	22153.6	27311.6	2607.66943	7205.19238	212.20555	-59.38257	1.25107	14043.73633	6926.59375	110	1	-1	-2	0	0	191.65812	36.51834	22153.6	27311.6	22153.6	27311.6
405/647	22376.6	3663.9	22376.6	3663.9	2124.37988	8994.40039	262.68198	58.88710	1.09397	4493.02539	12757.36719	111	1	-1	-3	0	0	239.25105	26.27169	22376.6	3663.9	22376.6	3663.9
405/647	5470.7	5749.3	5470.7	5749.3	4982.03174	44284.56250	262.34271	-51.55844	1.19195	9888.55469	48754.29688	111	2	-1	-3	0	0	1177.96936	11.24551	5470.7	5749.3	5470.7	5749.3
405/647	18952.6	8909.3	18952.6	8909.3	6582.35889	25218.13477	249.87680	5.04311	1.22022	5388.02539	31228.35938	111	1	-1	5	0	0	670.80238	10.12632	18952.6	8909.3	18952.6	8909.3
405/647	14834.4	9868.1	14834.4	9868.1	10153.76660	58793.71484	307.19354	40.99533	1.05191	5576.55566	61316.10938	111	1	-1	5	0	0	1563.91281	7.03889	14834.4	9868.1	14834.4	9868.1
405/647	20710.3	10631.2	20710.3	10631.2	15855.81543	597404.25000	357.74197	-70.28282	1.16035	6802.77490	571493.50000	111	4	-1	-4	0	0	15890.95305	2.24154	20710.3	10631.2	20710.3	10631.2
405/647	22093.9	10624.1	22093.9	10624.1	2578.82715	7526.89258	218.10065	-18.72632	1.04397	5576.52881	16115.78125	111	1	-1	-3	0	0	200.21534	24.14829	22093.9	10624.1	22093.9	10624.1
405/647	23731.4	10919.7	23731.4	10919.7	3318.20044	84926.29688	347.25565	42.66946	1.06119	4988.51123	96579.67188	111	3	-1	-2	0	0	2259.03950	9.15410	23731.4	10919.7	23731.4	10919.7
405/647	20801.0	13585.9	20801.0	13585.9	17929.18945	123849.84375	335.52713	-13.18354	1.11588	5211.88623	123571.84375	111	1	-1	5	0	0	3294.40584	4.37167	20801.0	13585.9	20801.0	13585.9
405/647	7220.1	18444.8	7220.1	18444.8	2915.59668	11810.76563	256.94226	41.33979	1.26771	5101.32910	17466.77344	111	1	-1	-5	0	0	314.16637	20.65248	7220.1	18444.8	7220.1	18444.8
405/647	12320.5	20115.1	12320.5	20115.1	2205.53174	8445.15918	249.80864	56.25282	1.15409	4474.23633	17013.09375	111	1	-1	-4	0	0	224.64123	25.33298	12320.5	20115.1	12320.5	20115.1
405/647	35563.7	23545.0	35563.7	23545.0	3871.33887	27936.57813	342.93851	-9.64814	1.13768	4538.03125	34786.21875	111	1	-1	-3	0	0	743.11298	15.09013	35563.7	23545.0	35563.7	23545.0
405/647	21689.0	25430.0	21689.0	25430.0	2897.60986	20341.82227	338.24799	-77.11153	1.04638	19102.31836	26670.03125	111	1	-1	-3	0	0	541.09247	38.06485	21689.0	25430.0	21689.0	25430.0
405/647	36174.7	26666.6	36174.7	26666.6	2491.98462	9937.91211	254.93834	70.32656	1.18790	4501.61865	14982.53125	111	1	-1	-5	0	0	264.34846	22.65159	36174.7	26666.6	36174.7	26666.6
405/647	37489.8	26942.6	37489.8	26942.6	9474.07813	60610.43359	322.89807	7.47233	1.13120	4786.20020	63077.99219	111	1	-1	5	0	0	1612.23753	7.07945	37489.8	26942.6	37489.8	26942.6
405/647	35904.7	27967.3	35904.7	27967.3	3516.91577	22412.70313	322.27481	-26.34202	1.09467	5085.09229	24735.69531	111	1	-1	5	0	0	596.17790	17.28279	35904.7	27967.3	35904.7	27967.3
405/647	30244.2	30534.8	30244.2	30534.8	21274.21094	123557.46875	307.65787	25.02641	1.01512	5383.74023	125592.50000	111	1	-1	-3	0	0	3286.62867	3.88942	30244.2	30534.8	30244.2	30534.8
405/647	9204.8	810.7	9204.8	810.7	6029.56104	25575.64063	262.92426	-86.17708	1.14464	4701.56787	28396.80469	112	1	-1	6	0	0	680.31204	10.37641	9204.8	810.7	9204.8	810.7
405/647	18635.8	3488.5	18635.8	3488.5	3932.08447	57032.07813	303.24600	57.35319	1.08495	4553.01563	70242.20313	112	2	-1	-4	0	0	1517.05328	8.43201	18635.8	3488.5	18635.8	3488.5
405/647	27725.6	4451.0	27725.6	4451.0	2273.05811	9154.07129	256.18997	90.00000	1.08166	4558.82129	16850.46875	112	1	-1	10	0	0	243.49830	24.82008	27725.6	4451.0	27725.6	4451.0
405/647	26737.5	5777.8	26737.5	5777.8	2434.13306	44612.54688	275.73715	11.80559	1.09455	4637.62305	74631.72656	112	4	-1	-3	0	0	1186.69375	11.91381	26737.5	5777.8	26737.5	5777.8
405/647	19518.8	7888.5	19518.8	7888.5	4945.82373	32167.95313	325.57617	22.56218	1.06531	4518.90820	42757.29688	112	1	-1	-3	0	0	855.66755	12.10382	19518.8	7888.5	19518.8	7888.5
405/647	23269.6	9750.5	23269.6	9750.5	2058.01636	10608.15820	289.83832	-62.57201	1.13074	4752.44775	16896.80469	112	1	-1	8	0	0	282.17701	27.72309	23269.6	9750.5	23269.6	9750.5
405/647	21820.2	12153.5	21820.2	12153.5	5674.05811	29984.00000	293.46622	-0.46927	1.12339	5845.29834	32647.54688	112	1	-1	-1	0	0	797.57440	11.86441	21820.2	12153.5	21820.2	12153.5
405/647	8339.9	13799.1	8339.9	13799.1	2258.66699	6676.59912	219.48851	39.30792	1.27445	4720.70752	16090.31250	112	1	-1	-2	0	0	177.59754	25.41722	8339.9	13799.1	8339.9	13799.1
405/647	7440.0	16340.6	7440.0	16340.6	2751.00098	14779.58887	295.90073	-39.98436	1.02895	4748.52539	22910.86719	112	1	-1	-4	0	0	393.13706	21.09582	7440.0	16340.6	7440.0	16340.6
405/647	10162.4	17837.3	10162.4	17837.3	46556.90625	283918.87500	315.25742	-10.67786	1.13344	6628.46387	279126.40625	112	1	-1	5	0	0	7552.24207	2.33316	10162.4	17837.3	10162.4	17837.3
405/647	39034.3	18301.7	39034.3	18301.7	2861.66260	16781.40820	309.14713	-78.09190	1.05281	4768.78809	22091.29688	112	1	-1	-2	0	0	446.38546	20.36241	39034.3	18301.7	39034.3	18301.7
405/647	1696.9	18494.4	1696.9	18494.4	7429.06152	91661.22656	329.20898	-22.73305	1.12461	4614.80859	101908.34375	112	3	-1	-4	0	0	2438.18863	7.52170	1696.9	18494.4	1696.9	18494.4
405/647	8528.6	18753.3	8528.6	18753.3	15323.60352	80566.15625	292.72250	10.54555	1.08322	5885.60010	83632.00000	112	1	-1	-3	0	0	2143.05976	5.13111	8528.6	18753.3	8528.6	18753.3
405/647	29215.4	20540.3	29215.4	20540.3	7740.11377	50026.76953	324.55460	67.63930	1.27380	16261.02441	49319.37500	112	1	-1	10	0	0	1330.71207	13.69218	29215.4	20540.3	29215.4	20540.3
405/647	22991.9	22121.4	22991.9	22121.4	2734.14941	7035.87939	204.78979	-85.19118	1.27582	7667.39551	10374.10938	112	1	-1	-3	0	0	187.15439	26.36306	22991.9	22121.4	22991.9	22121.4
405/647	22211.1	24921.6	22211.1	24921.6	5525.27100	196233.67188	296.72644	-85.85918	1.08031	21387.25391	205727.62500	112	4	-1	-2	0	0	5219.81567	6.65593	22211.1	24921.6	22211.1	24921.6
405/647	28046.8	26649.8	28046.8	26649.8	2203.04199	12811.45410	307.85629	-46.98492	1.01280	5898.90332	14547.42188	112	1	-1	-4	0	0	340.78468	28.62672	28046.8	26649.8	28046.8	26649.8
405/647	26378.4	27617.5	26378.4	27617.5	13657.94824	78848.87500	306.73636	38.08336	1.14211	7148.01953	78464.51563	112	1	-1	5	0	0	2097.38008	5.97319	26378.4	27617.5	26378.4	27617.5
