Channel Name	X	Y	Xc	Yc	Height	Area	Width	Phi	Ax	BG	I	Frame	Length	Link	Valid	Z	Zc	Photons	Lateral Localization Accuracy	Xw	Yw	Xwc	Ywc
405/647	33841.8	31613.0	33841.8	31613.0	9099.16309	102098.95313	322.07324	86.03402	1.10499	5329.27734	102955.14063	120	2	-1	-3	0	0	2715.83215	5.97328	33841.8	31613.0	33841.8	31613.0
405/647	9211.0	825.9	9211.0	825.9	5017.66455	46160.03125	258.23459	18.53821	1.10881	4484.82910	49708.53906	121	2	-1	-3	0	0	1227.85683	7.64463	9211.0	825.9	9211.0	825.9
405/647	10284.6	1197.8	10284.6	1197.8	2249.38525	7098.89307	226.78984	-73.87974	1.16145	4597.52344	8711.91406	121	1	-1	-4	0	0	188.83056	25.20685	10284.6	1197.8	10284.6	1197.8
405/647	15057.5	5447.7	15057.5	5447.7	3090.15015	10357.58594	233.72205	-30.01271	1.28723	4611.59814	17674.04688	121	1	-1	-2	0	0	275.51179	18.78340	15057.5	5447.7	15057.5	5447.7
405/647	14830.1	7490.7	14830.1	7490.7	4206.40625	20211.25000	279.83447	29.59717	1.05555	4947.29395	24675.64844	121	1	-1	5	0	0	537.61925	14.54199	14830.1	7490.7	14830.1	7490.7
405/647	5602.3	8388.7	5602.3	8388.7	7499.45459	171672.59375	355.29059	-59.98920	1.15243	8898.55371	166550.31250	121	2	-1	-2	0	0	4566.49099	5.43556	5602.3	8388.7	5602.3	8388.7
405/647	18468.4	11227.9	18468.4	11227.9	3907.97266	31841.63477	364.40317	-55.01478	1.05311	5319.28320	36433.92188	121	1	-1	-2	0	0	846.98748	15.96349	18468.4	11227.9	18468.4	11227.9
405/647	20679.2	11601.4	20679.2	11601.4	4348.71436	28922.98828	329.23151	-6.30991	1.00063	4913.96240	34931.93750	121	1	-1	-4	0	0	769.35149	14.03532	20679.2	11601.4	20679.2	11601.4
405/647	22141.4	19384.5	22141.4	19384.5	2236.97729	15375.53906	334.69147	3.53925	1.17656	5072.91699	20283.07813	121	1	-1	10	0	0	408.98934	26.34383	22141.4	19384.5	22141.4	19384.5
405/647	20377.1	19724.5	20377.1	19724.5	2477.43237	17056.67773	334.97049	71.80176	1.16448	5132.93311	23333.67188	121	1	-1	-4	0	0	453.70763	24.04687	20377.1	19724.5	20377.1	19724.5
405/647	23735.6	28414.2	23735.6	28414.2	5233.99219	43578.48438	291.75772	70.20495	1.07188	8392.33789	51608.09375	121	2	-1	-4	0	0	1159.18768	12.95114	23735.6	28414.2	23735.6	28414.2
405/647	32186.4	31237.9	32186.4	31237.9	4903.36719	36273.28125	347.22137	87.37244	1.04657	5122.34424	43674.39063	121	1	-1	-3	0	0	964.86928	12.79889	32186.4	31237.9	32186.4	31237.9
405/647	32192.1	31838.8	32192.1	31838.8	24061.96875	148530.60938	317.17770	-5.50858	1.08453	5416.28320	147640.92188	121	1	-1	5	0	0	3950.91421	3.55385	32192.1	31838.8	32192.1	31838.8
405/647	14402.4	35634.3	14402.4	35634.3	2049.54272	9417.77441	273.65659	90.00000	1.18228	4452.23193	12729.20313	121	1	-1	10	0	0	250.51280	27.05163	14402.4	35634.3	14402.4	35634.3
405/647	25663.1	4186.1	25663.1	4186.1	9743.22949	86459.54688	290.83749	-22.46232	1.21020	4640.64063	95437.96875	122	2	-1	6	0	0	2299.82395	5.53061	25663.1	4186.1	25663.1	4186.1
405/647	5413.1	5786.8	5413.1	5786.8	3501.90137	29895.62109	373.00278	-63.61464	1.18128	8972.48535	31859.85938	122	1	-1	-3	0	0	795.22352	22.22865	5413.1	5786.8	5413.1	5786.8
405/647	26841.6	5790.8	26841.6	5790.8	2043.74280	9494.95215	275.16519	-49.65331	1.19268	4772.76514	15346.87500	122	1	-1	-2	0	0	252.56573	27.97456	26841.6	5790.8	26841.6	5790.8
405/647	19489.1	7896.0	19489.1	7896.0	2989.45068	197373.78125	344.98471	-89.95137	1.18440	4797.70215	232913.10938	122	7	-1	-6	0	0	5250.14258	5.84846	19489.1	7896.0	19489.1	7896.0
405/647	19439.9	9503.1	19439.9	9503.1	2396.77393	14511.78906	314.12839	-58.39363	1.06829	5072.58301	17305.42188	122	1	-1	-2	0	0	386.01359	24.69313	19439.9	9503.1	19439.9	9503.1
405/647	7794.8	11858.7	7794.8	11858.7	2065.01367	5264.35059	203.83144	0.00000	1.22895	4561.32227	13178.94531	122	1	-1	10	0	0	140.03173	27.27493	7794.8	11858.7	7794.8	11858.7
405/647	22619.5	12160.9	22619.5	12160.9	2027.81287	12116.37305	312.05606	-75.70872	1.01387	5151.34277	15946.42969	122	1	-1	-4	0	0	322.29552	29.13245	22619.5	12160.9	22619.5	12160.9
405/647	13115.8	12549.5	13115.8	12549.5	2147.97925	7799.01367	243.25682	-34.09795	1.13827	7242.30566	9752.35938	122	1	-1	-2	0	0	207.45376	32.28121	13115.8	12549.5	13115.8	12549.5
405/647	22987.5	12910.7	22987.5	12910.7	5907.19043	40945.63672	336.10391	-2.03552	1.08364	4978.86035	44030.49219	122	1	-1	5	0	0	1089.15394	10.73284	22987.5	12910.7	22987.5	12910.7
405/647	22496.1	17484.4	22496.1	17484.4	4937.05957	26158.67578	255.51534	-25.80685	1.11096	5743.24512	34009.75000	122	2	-1	-3	0	0	695.82078	13.83331	22496.1	17484.4	22496.1	17484.4
405/647	28815.1	19396.9	28815.1	19396.9	11405.22949	108379.75000	393.53403	-72.48098	1.03221	14763.78613	102921.34375	122	1	-1	-3	0	0	2882.90135	9.14431	28815.1	19396.9	28815.1	19396.9
405/647	9907.0	26925.1	9907.0	26925.1	3513.44434	121033.17188	313.33167	0.00000	1.10439	4705.06104	149147.75000	122	6	-1	-8	0	0	3219.48237	7.14687	9907.0	26925.1	9907.0	26925.1
405/647	25663.1	28903.9	25663.1	28903.9	15086.62012	85944.14063	304.69995	-70.08977	1.07415	7149.63672	86396.07813	122	1	-1	5	0	0	2286.11414	5.50517	25663.1	28903.9	25663.1	28903.9
405/647	32452.9	30339.5	32452.9	30339.5	12717.50000	102035.64063	361.60571	35.35682	1.00231	4371.36670	100951.83594	122	1	-1	-4	0	0	2714.14804	5.41925	32452.9	30339.5	32452.9	30339.5
405/647	32479.5	31940.2	32479.5	31940.2	2475.34692	7855.22998	227.41634	-40.85924	1.04624	4580.33350	10327.66406	122	1	-1	-5	0	0	208.94912	23.01067	32479.5	31940.2	32479.5	31940.2
405/647	1198.1	32236.2	1198.1	32236.2	11761.12988	381835.78125	272.72940	-63.67677	1.13026	4581.40137	418077.62500	122	9	-1	5	0	0	10156.83178	2.37600	1198.1	32236.2	1198.1	32236.2
405/647	30838.4	38103.2	30838.4	38103.2	3061.44385	8841.45410	216.94963	-11.82056	1.11640	4564.15186	9503.20313	122	1	-1	-2	0	0	235.18268	18.89653	30838.4	38103.2	30838.4	38103.2
405/647	10319.2	1290.7	10319.2	1290.7	4129.55322	29913.56445	237.89545	30.10074	1.05851	4467.64209	38502.89844	123	2	-1	-6	0	0	795.70081	9.70269	10319.2	1290.7	10319.2	1290.7
405/647	4086.4	5254.9	4086.4	5254.9	2653.15308	7802.40820	218.92403	74.71700	1.09887	6375.86719	12783.31250	123	1	-1	-4	0	0	207.54406	24.94470	4086.4	5254.9	4086.4	5254.9
405/647	38942.3	7187.4	38942.3	7187.4	2117.58862	9142.38379	265.25839	-81.25435	1.10932	4575.46143	14884.46094	123	1	-1	-4	0	0	243.18741	26.56032	38942.3	7187.4	38942.3	7187.4
405/647	14830.9	7457.3	14830.9	7457.3	5601.95850	102655.34375	313.65244	0.33618	1.18174	4620.63086	117741.69531	123	3	-1	5	0	0	2730.63214	6.25431	14830.9	7457.3	14830.9	7457.3
405/647	13057.2	10403.0	13057.2	10403.0	27658.70508	178626.84375	324.42752	12.86080	1.09403	6684.31787	177182.04688	123	1	-1	5	0	0	4751.47404	3.36651	13057.2	10403.0	13057.2	10403.0
405/647	21454.0	10615.3	21454.0	10615.3	10688.12500	207401.28125	327.88205	-52.25376	1.11523	5754.26953	205203.51563	123	2	-1	5	0	0	5516.87408	3.51881	21454.0	10615.3	21454.0	10615.3
405/647	17060.3	12039.9	17060.3	12039.9	3145.56543	13670.81250	266.13870	-57.24555	1.00258	4604.85596	24500.60156	123	1	-1	-3	0	0	363.64361	18.42090	17060.3	12039.9	17060.3	12039.9
405/647	14290.3	13778.5	14290.3	13778.5	2650.21582	13592.97559	289.11917	62.85885	1.28955	5121.89990	24130.50000	123	1	-1	-5	0	0	361.57315	22.58116	14290.3	13778.5	14290.3	13778.5
405/647	1815.3	15422.0	1815.3	15422.0	2166.38135	9081.95117	261.38602	44.92997	1.07982	4570.39648	15156.08594	123	1	-1	-3	0	0	241.57990	25.98870	1815.3	15422.0	1815.3	15422.0
405/647	23978.5	23037.1	23978.5	23037.1	13576.77441	122248.88281	276.06754	43.68965	1.12833	9115.74609	126068.67188	123	2	-1	6	0	0	3251.82028	4.77905	23978.5	23037.1	23978.5	23037.1
405/647	9249.7	24681.8	9249.7	24681.8	2064.10596	6128.60205	219.97581	-82.22787	1.00579	4620.67627	11575.09375	123	1	-1	-3	0	0	163.02081	27.40267	9249.7	24681.8	9249.7	24681.8
405/647	33988.8	26059.1	33988.8	26059.1	4530.67773	42713.82813	391.97910	10.86819	1.29929	4443.16162	47597.96094	123	1	-1	8	0	0	1136.18783	12.96655	33988.8	26059.1	33988.8	26059.1
405/647	25818.4	29908.4	25818.4	29908.4	2268.65845	12553.96094	300.30740	57.26142	1.28709	6088.58545	17394.35938	123	1	-1	-2	0	0	333.93536	28.24463	25818.4	29908.4	25818.4	29908.4
405/647	9248.3	784.6	9248.3	784.6	4594.27197	21073.95508	273.41663	-22.57422	1.26733	4447.59619	22055.09375	124	1	-1	10	0	0	560.56721	12.88715	9248.3	784.6	9248.3	784.6
405/647	18629.2	3470.7	18629.2	3470.7	4610.21387	37398.48828	289.31192	-0.00015	1.12678	4547.74219	50459.87500	124	2	-1	-2	0	0	994.79979	11.31977	18629.2	3470.7	18629.2	3470.7
405/647	32338.0	3649.0	32338.0	3649.0	4721.32813	79553.96875	283.34015	-0.05855	1.14130	4613.47021	92220.72656	124	3	-1	6	0	0	2116.13557	6.55463	32338.0	3649.0	32338.0	3649.0
405/647	3863.3	7368.9	3863.3	7368.9	12461.29688	72336.60938	307.57971	-46.76565	1.01022	8785.14844	75187.28125	124	1	-1	-2	0	0	1924.15381	6.92950	3863.3	7368.9	3863.3	7368.9
405/647	3125.8	7537.9	3125.8	7537.9	5608.06348	42332.81250	350.74567	-60.53151	1.12835	7669.65674	41911.57813	124	1	-1	-2	0	0	1126.05281	13.35762	3125.8	7537.9	3125.8	7537.9
405/647	19350.9	9536.9	19350.9	9536.9	4212.41797	31363.56250	348.34308	-39.40144	1.01584	6305.80811	34255.79688	124	1	-1	-4	0	0	834.27076	16.01140	19350.9	9536.9	19350.9	9536.9
405/647	14579.3	11658.1	14579.3	11658.1	2672.55371	21775.47656	364.40207	-82.42498	1.16569	5731.78955	25478.26563	124	1	-1	-2	0	0	579.22768	23.49529	14579.3	11658.1	14579.3	11658.1
405/647	22652.4	13139.1	22652.4	13139.1	19941.50977	114823.00000	306.33432	-55.98381	1.10177	5959.71777	114612.06250	124	1	-1	5	0	0	3054.29180	4.18925	22652.4	13139.1	22652.4	13139.1
405/647	11118.5	16195.1	11118.5	16195.1	2073.23047	8112.95996	252.53763	-41.18268	1.04248	4589.28613	13497.84375	124	1	-1	-3	0	0	215.80473	27.14925	11118.5	16195.1	11118.5	16195.1
405/647	11326.1	17704.1	11326.1	17704.1	16295.67090	93915.52344	306.47342	-13.45549	1.14195	5719.09814	94943.54688	124	1	-1	6	0	0	2498.15292	4.84063	11326.1	17704.1	11326.1	17704.1
405/647	39085.2	18301.1	39085.2	18301.1	3538.74414	40910.08203	340.52209	-89.09953	1.03502	4507.14453	53418.77344	124	2	-1	9	0	0	1088.20818	13.97975	39085.2	18301.1	39085.2	18301.1
405/647	10971.3	20653.7	10971.3	20653.7	2498.50977	10797.28809	265.38541	-83.16634	1.14833	4536.88818	14658.79688	124	1	-1	-3	0	0	287.20786	22.65910	10971.3	20653.7	10971.3	20653.7
405/647	35755.7	29568.1	35755.7	29568.1	5644.46533	47004.72656	368.39996	-5.11140	1.08710	4828.17188	46178.70313	124	1	-1	5	0	0	1250.32573	11.02591	35755.7	29568.1	35755.7	29568.1
405/647	30820.2	30377.5	30820.2	30377.5	7043.08105	25651.94727	243.63466	2.82487	1.04235	5211.75195	28119.20313	124	1	-1	-4	0	0	682.34180	9.44259	30820.2	30377.5	30820.2	30377.5
405/647	35502.4	31018.8	35502.4	31018.8	12493.37207	158527.20313	342.94257	1.48971	1.12310	5859.43555	158111.21875	124	2	-1	5	0	0	4216.82360	4.72628	35502.4	31018.8	35502.4	31018.8
405/647	23152.4	37603.3	23152.4	37603.3	2034.98267	6406.90479	226.51868	-25.79638	1.27418	4471.27393	8237.14844	124	1	-1	-4	0	0	170.42367	27.35790	23152.4	37603.3	23152.4	37603.3
405/647	33249.7	39006.2	33249.7	39006.2	3207.89209	14418.45313	270.65103	-58.52566	1.29924	4348.87451	13832.14063	124	1	-1	9	0	0	383.53085	17.66069	33249.7	39006.2	33249.7	39006.2
405/647	15533.9	39592.7	15533.9	39592.7	2475.58716	36879.72656	250.39291	-42.31054	1.12075	4481.91455	40725.43750	124	3	-1	-8	0	0	981.00073	10.37663	15533.9	39592.7	15533.9	39592.7
405/647	25653.8	4194.8	25653.8	4194.8	7006.80713	72664.10938	298.55383	-60.20152	1.17754	4655.44336	79886.82031	125	2	-1	5	0	0	1932.86531	6.70135	25653.8	4194.8	25653.8	4194.8
405/647	26741.9	5787.5	26741.9	5787.5	3129.20068	14260.72559	272.53000	-25.27042	1.17153	4636.61426	18839.64063	125	1	-1	5	0	0	379.33530	18.55565	26741.9	5787.5	26741.9	5787.5
405/647	5850.9	7222.4	5850.9	7222.4	18494.08203	148179.89063	361.35867	14.20660	1.09541	9548.41016	141730.75000	125	1	-1	5	0	0	3941.58509	5.08974	5850.9	7222.4	5850.9	7222.4
405/647	5278.0	7273.0	5278.0	7273.0	2049.32617	17615.63086	374.28616	-35.34869	1.01176	10865.07324	17674.15625	125	1	-1	-7	0	0	468.57578	40.77137	5278.0	7273.0	5278.0	7273.0
405/647	14429.1	10394.1	14429.1	10394.1	3547.43921	14750.47852	260.31897	-9.91621	1.05658	6073.48242	19838.93750	125	1	-1	-2	0	0	392.36273	18.54527	14429.1	10394.1	14429.1	10394.1
405/647	23745.7	10973.4	23745.7	10973.4	3553.44336	43365.57031	341.73129	59.69331	1.13993	5044.24023	55679.00781	125	2	-1	-2	0	0	1153.52417	13.98929	23745.7	10973.4	23745.7	10973.4
405/647	12239.6	11225.9	12239.6	11225.9	10623.78418	86529.29688	364.33609	-8.80359	1.17145	8510.74023	89091.50000	125	1	-1	-3	0	0	2301.67930	7.84125	12239.6	11225.9	12239.6	11225.9
405/647	17018.9	11993.1	17018.9	11993.1	2914.93701	18848.77930	324.62897	77.95679	1.06071	4932.25342	21804.66406	125	1	-1	-2	0	0	501.37753	20.29758	17018.9	11993.1	17018.9	11993.1
405/647	21848.7	12120.3	21848.7	12120.3	7830.43408	182442.12500	311.77200	-35.91197	1.18564	5625.85352	183556.31250	125	2	-1	-3	0	0	4852.96052	3.57837	21848.7	12120.3	21848.7	12120.3
405/647	12273.4	12262.5	12273.4	12262.5	39568.84375	257303.84375	325.54175	74.42925	1.00598	7894.27783	252410.04688	125	1	-1	-3	0	0	6844.28224	2.69590	12273.4	12262.5	12273.4	12262.5
405/647	28289.4	12398.6	28289.4	12398.6	3388.13330	16661.50781	283.09821	3.59558	1.29412	4886.22021	23071.49219	125	1	-1	5	0	0	443.19611	17.62022	28289.4	12398.6	28289.4	12398.6
405/647	32473.0	16811.5	32473.0	16811.5	11190.51953	65451.66406	308.74182	26.48279	1.19743	5595.00439	68175.89063	125	1	-1	6	0	0	1741.01426	6.50011	32473.0	16811.5	32473.0	16811.5
405/647	10054.0	17647.8	10054.0	17647.8	6777.94482	32133.39648	277.96463	-36.12417	1.22397	5551.79980	34145.00000	125	1	-1	7	0	0	854.74835	9.95187	10054.0	17647.8	10054.0	17647.8
405/647	1719.7	18523.6	1719.7	18523.6	2127.54443	20638.36328	397.61111	71.69431	1.20906	4313.13574	23337.60938	125	1	-1	7	0	0	548.98046	25.66972	1719.7	18523.6	1719.7	18523.6
405/647	10091.0	18923.4	10091.0	18923.4	7505.15430	55105.15625	345.92068	-24.75740	1.22578	4875.97754	55770.56250	125	1	-1	9	0	0	1465.79716	8.65058	10091.0	18923.4	10091.0	18923.4
405/647	29685.9	19184.5	29685.9	19184.5	2122.49487	7703.78906	243.21429	-40.46774	1.10749	10418.00098	10827.96875	125	1	-1	-3	0	0	204.92079	38.69886	29685.9	19184.5	29685.9	19184.5
405/647	19717.8	20238.2	19717.8	20238.2	2607.80542	6480.13184	201.24011	31.24774	1.01053	5465.36670	9823.82813	125	1	-1	-5	0	0	172.37151	23.72466	19717.8	20238.2	19717.8	20238.2
405/647	22972.7	25722.3	22972.7	25722.3	3748.69507	17263.32227	273.95697	15.12350	1.18496	22321.17188	19629.68750	125	1	-1	-2	0	0	459.20437	31.89709	22972.7	25722.3	22972.7	25722.3
405/647	23738.4	28396.4	23738.4	28396.4	2921.84814	46500.60938	298.24042	68.34039	1.25126	8109.18457	53458.75000	125	2	-1	-2	0	0	1236.91621	12.50634	23738.4	28396.4	23738.4	28396.4
405/647	25630.9	28860.7	25630.9	28860.7	3214.99390	14349.05371	269.70050	-68.82093	1.14312	7278.58789	15765.29688	125	1	-1	-2	0	0	381.68483	22.00263	25630.9	28860.7	25630.9	28860.7
405/647	26578.8	29204.5	26578.8	29204.5	4482.59424	42697.76953	394.00171	-33.99498	1.07285	5412.22021	43582.50000	125	1	-1	-4	0	0	1135.76067	14.17254	26578.8	29204.5	26578.8	29204.5
405/647	25837.5	30010.7	25837.5	30010.7	2127.39966	10243.40039	280.12878	0.00000	1.22165	5923.15723	13334.06250	125	1	-1	10	0	0	272.47445	29.67552	25837.5	30010.7	25837.5	30010.7
405/647	36686.8	30457.9	36686.8	30457.9	2010.43921	10733.56934	294.97610	73.34258	1.10328	4473.19678	15768.07813	125	1	-1	-3	0	0	285.51294	27.58347	36686.8	30457.9	36686.8	30457.9
405/647	25011.9	30588.4	25011.9	30588.4	5377.82275	43771.75391	364.21176	83.33706	1.23737	5865.20264	42581.93750	125	1	-1	6	0	0	1164.32865	12.42603	25011.9	30588.4	25011.9	30588.4
405/647	30586.4	30876.1	30586.4	30876.1	3691.90332	13287.10352	242.18666	-83.80575	1.20529	4760.93896	19711.52344	125	1	-1	-3	0	0	353.43695	16.16336	30586.4	30876.1	30586.4	30876.1
405/647	26422.3	39118.4	26422.3	39118.4	2987.73926	12528.35742	261.41827	-82.38620	1.14046	4308.04785	14604.80469	125	1	-1	10	0	0	333.25431	18.78754	26422.3	39118.4	26422.3	39118.4
405/647	6877.4	7686.0	6877.4	7686.0	2111.40894	7058.89404	233.42232	51.35149	1.11887	8833.62402	9196.40625	126	1	-1	-3	0	0	187.76658	36.00508	6877.4	7686.0	6877.4	7686.0
405/647	12583.4	9816.9	12583.4	9816.9	11151.45410	84614.10938	351.65427	23.68259	1.08214	5021.76611	84954.84375	126	1	-1	6	0	0	2250.73531	6.27639	12583.4	9816.9	12583.4	9816.9
405/647	20886.8	13551.6	20886.8	13551.6	9665.04688	75325.04688	356.39200	16.07637	1.12423	5305.23682	74466.07813	126	1	-1	5	0	0	2003.64625	7.18776	20886.8	13551.6	20886.8	13551.6
405/647	22069.6	13690.5	22069.6	13690.5	23476.53320	147751.50000	320.26480	-0.35832	1.05546	6143.04395	146039.90625	126	1	-1	5	0	0	3930.18990	3.72657	22069.6	13690.5	22069.6	13690.5
405/647	23983.4	23041.1	23983.4	23041.1	16139.57129	1169391.50000	265.08298	22.59528	1.14883	8798.75098	1216498.75000	126	17	-1	-5	0	0	31105.81390	1.37025	23983.4	23041.1	23983.4	23041.1
405/647	35552.6	23503.7	35552.6	23503.7	2010.28796	10111.74023	286.31497	-60.93182	1.19135	4468.20605	12757.85156	126	1	-1	-2	0	0	268.97229	27.58006	35552.6	23503.7	35552.6	23503.7
405/647	8491.1	24699.8	8491.1	24699.8	2609.04346	24101.91992	388.01221	80.02057	1.17699	4471.74121	25718.46875	126	1	-1	-3	0	0	641.11107	21.54065	8491.1	24699.8	8491.1	24699.8
405/647	22629.6	25675.5	22629.6	25675.5	2898.20044	15361.83594	293.91217	0.00000	1.12984	22189.47070	16336.25000	126	1	-1	10	0	0	408.62484	40.92095	22629.6	25675.5	22629.6	25675.5
405/647	21280.3	26618.9	21280.3	26618.9	4301.04248	15595.86621	243.09618	-68.28168	1.00805	13857.78809	18992.31250	126	1	-1	-2	0	0	414.85004	22.34119	21280.3	26618.9	21280.3	26618.9
405/647	35850.6	27526.2	35850.6	27526.2	9626.78809	62475.91406	325.21893	4.27565	1.28131	4771.06836	63886.28906	126	1	-1	5	0	0	1661.85931	6.97824	35850.6	27526.2	35850.6	27526.2
405/647	26606.7	28665.7	26606.7	28665.7	5404.65186	28889.11719	295.15048	-8.80550	1.23407	5879.16309	30632.92188	126	1	-1	8	0	0	768.45052	12.42064	26606.7	28665.7	26606.7	28665.7
405/647	33212.0	38959.3	33212.0	38959.3	2652.53027	9453.66797	241.00729	-26.98035	1.04870	4498.61133	12490.71875	126	1	-1	-4	0	0	251.46757	21.38826	33212.0	38959.3	33212.0	38959.3
405/647	15077.2	5498.1	15077.2	5498.1	2902.85840	12493.71777	264.84583	0.00000	1.05640	4574.78027	15058.49219	127	1	-1	7	0	0	332.33289	19.78330	15077.2	5498.1	15077.2	5498.1
405/647	40356.2	6987.4	40356.2	6987.4	3459.74585	10034.60840	217.41441	18.39691	1.04682	4758.73975	23965.50781	127	1	-1	-2	0	0	266.92058	17.19093	40356.2	6987.4	40356.2	6987.4
405/647	14832.9	7505.6	14832.9	7505.6	19864.21094	157298.34375	285.87161	85.84486	1.17805	4910.11963	169283.03125	127	3	-1	-2	0	0	4184.13594	3.81477	14832.9	7505.6	14832.9	7505.6
405/647	12125.4	11535.3	12125.4	11535.3	3962.53149	36493.86719	387.42157	22.25069	1.07117	7868.80322	39589.92188	127	1	-1	-2	0	0	970.73687	18.64130	12125.4	11535.3	12125.4	11535.3
405/647	26812.8	11700.1	26812.8	11700.1	2088.72363	5381.18799	204.90796	-58.95370	1.23976	4743.89600	11990.60156	127	1	-1	-4	0	0	143.13960	27.45142	26812.8	11700.1	26812.8	11700.1
405/647	10541.5	12399.8	10541.5	12399.8	19509.22070	134297.73438	334.94586	31.34959	1.00418	5076.32520	131259.87500	127	1	-1	-4	0	0	3572.31973	4.07547	10541.5	12399.8	10541.5	12399.8
405/647	18842.6	13474.6	18842.6	13474.6	21139.08203	128051.09375	314.20190	33.28556	1.10025	5311.12109	127165.96875	127	1	-1	5	0	0	3406.15909	3.89163	18842.6	13474.6	18842.6	13474.6
405/647	32632.6	17393.9	32632.6	17393.9	6922.20361	42582.84766	316.63245	72.56845	1.08704	5368.08203	50995.95313	127	1	-1	-3	0	0	1132.70375	9.62083	32632.6	17393.9	32632.6	17393.9
405/647	1694.0	18506.9	1694.0	18506.9	4446.65967	84317.00000	274.17194	64.46820	1.18068	4768.31885	104949.12500	127	4	-1	7	0	0	2242.83220	6.65235	1694.0	18506.9	1694.0	18506.9
405/647	39970.9	20014.1	39970.9	20014.1	3020.47241	33119.28906	259.97940	-89.99417	1.08004	4479.72363	46712.72656	127	3	-1	-8	0	0	880.97309	12.26968	39970.9	20014.1	39970.9	20014.1
405/647	15014.4	24434.2	15014.4	24434.2	4363.24268	18155.10547	260.40836	72.81850	1.29560	5108.86572	21706.35938	127	1	-1	9	0	0	482.92581	14.27321	15014.4	24434.2	15014.4	24434.2
405/647	37162.5	27377.7	37162.5	27377.7	4197.25684	24087.31445	305.82407	74.36172	1.07097	4933.24658	26197.83594	127	1	-1	6	0	0	640.72256	14.53166	37162.5	27377.7	37162.5	27377.7
405/647	36304.3	28054.0	36304.3	28054.0	6835.42188	34799.32422	288.04675	43.13576	1.02252	4972.73486	38021.62500	127	1	-1	-6	0	0	925.66202	9.47822	36304.3	28054.0	36304.3	28054.0
405/647	26863.2	29283.1	26863.2	29283.1	10120.35742	75987.60938	349.81119	65.87384	1.08361	5584.36084	77266.98438	127	1	-1	6	0	0	2021.27041	7.03937	26863.2	29283.1	26863.2	29283.1
405/647	27368.0	33067.2	27368.0	33067.2	2865.24487	7865.11182	211.51044	38.78131	1.07680	6129.88623	8390.84375	127	1	-1	-2	0	0	209.21197	22.81524	27368.0	33067.2	27368.0	33067.2
405/647	32316.4	3624.8	32316.4	3624.8	5809.97461	33503.47266	306.56180	-8.13605	1.03023	4485.09229	36994.69531	128	1	-1	5	0	0	891.19237	10.49087	32316.4	3624.8	32316.4	3624.8
405/647	25662.0	4175.6	25662.0	4175.6	12930.01855	216469.95313	266.96179	-67.84200	1.10232	4644.10938	243051.04688	128	4	-1	-4	0	0	5758.10075	2.84666	25662.0	4175.6	25662.0	4175.6
405/647	5212.5	6748.7	5212.5	6748.7	2218.51587	10410.84082	276.54886	87.43803	1.11775	10411.65137	14106.71875	128	1	-1	-2	0	0	276.92837	37.02895	5212.5	6748.7	5212.5	6748.7
405/647	19440.7	10127.2	19440.7	10127.2	7370.44775	64528.83594	311.11801	51.48120	1.15894	4754.51563	83639.21875	128	2	-1	-7	0	0	1716.46704	8.03934	19440.7	10127.2	19440.7	10127.2
405/647	18325.1	10295.4	18325.1	10295.4	5034.49854	28081.29883	301.50235	27.15880	1.07212	5347.16162	30176.95313	128	1	-1	6	0	0	746.96255	12.74236	18325.1	10295.4	18325.1	10295.4
405/647	17801.5	11168.0	17801.5	11168.0	7663.58936	51725.87109	331.66376	-40.54333	1.08426	5217.37305	55051.67188	128	1	-1	5	0	0	1375.90817	8.71178	17801.5	11168.0	17801.5	11168.0
405/647	17018.2	12078.1	17018.2	12078.1	2511.12524	21313.48242	371.92319	0.09933	1.13616	4693.04150	24504.96094	128	1	-1	5	0	0	566.93863	22.80697	17018.2	12078.1	17018.2	12078.1
405/647	28732.8	12193.9	28732.8	12193.9	2216.13550	7107.83203	228.62865	-0.11990	1.07160	4849.12695	12771.82813	128	1	-1	-9	0	0	189.06833	26.16389	28732.8	12193.9	28732.8	12193.9
405/647	8156.5	15851.6	8156.5	15851.6	9047.39063	56737.56641	319.69357	28.20391	1.18852	5151.86426	58400.39063	128	1	-1	5	0	0	1509.21927	7.54023	8156.5	15851.6	8156.5	15851.6
405/647	10078.4	17644.2	10078.4	17644.2	4362.49658	31184.41992	341.31982	87.26176	1.17898	5378.65332	32974.67188	128	1	-1	5	0	0	829.50557	14.51259	10078.4	17644.2	10078.4	17644.2
405/647	6994.4	17700.6	6994.4	17700.6	28123.99219	161591.45313	306.00671	57.26846	1.02617	5699.10596	160601.34375	128	1	-1	-3	0	0	4298.33265	3.21737	6994.4	17700.6	6994.4	17700.6
405/647	29727.0	17997.8	29727.0	17997.8	7488.92334	37304.70313	284.92618	27.38177	1.20438	8590.67676	39377.07813	128	1	-1	6	0	0	992.30510	10.78561	29727.0	17997.8	29727.0	17997.8
405/647	32657.9	18353.7	32657.9	18353.7	3139.33081	12696.80469	256.73724	41.53146	1.28175	6213.20361	14822.90625	128	1	-1	-5	0	0	337.73500	20.99679	32657.9	18353.7	32657.9	18353.7
405/647	28053.1	18427.9	28053.1	18427.9	30225.72461	300431.37500	342.97226	6.14662	1.07136	11046.11816	293268.09375	128	2	-1	5	0	0	7991.47457	3.42768	28053.1	18427.9	28053.1	18427.9
